,neighbourhood_group,room_type,price,number_of_reviews,availability_365
1149,0,1,50,33,20
1150,1,1,80,47,0
1151,0,1,200,0,342
1152,1,2,99,30,317
1153,0,2,68,2,0
1154,0,1,102,121,361
1155,0,2,220,27,68
1156,1,2,199,24,0
1157,1,2,165,22,316
1158,1,2,150,162,231
1159,0,2,385,66,363
1160,0,1,75,0,0
1161,1,2,499,63,26
1162,2,1,85,219,305
1163,0,2,160,2,34
1164,0,2,249,12,26
1165,0,1,80,35,189
1166,0,1,120,124,292
1167,4,1,35,2,90
1168,0,2,169,63,323
1169,1,2,220,162,341
1170,0,1,85,103,344
1171,1,2,300,0,0
1172,1,1,79,185,302
1173,0,1,90,219,30
1174,1,1,99,280,246
1175,1,0,50,61,0
1176,0,1,46,184,362
1177,0,2,325,116,203
1178,3,1,68,11,88
1179,1,2,198,9,0
1180,0,2,100,4,0
1181,0,2,175,15,64
1182,1,2,130,22,77
1183,1,2,180,18,0
1184,0,2,209,56,160
1185,1,2,150,2,141
1186,1,2,104,57,6
1187,1,2,175,13,0
1188,1,1,80,1,0
1189,0,1,68,37,23
1190,1,1,72,451,13
1191,2,2,107,24,262
1192,1,2,150,19,24
1193,4,1,45,190,329
1194,0,1,49,46,301
1195,0,2,349,169,344
1196,1,2,185,165,259
1197,1,2,145,2,0
1198,0,2,96,1,0
1199,0,2,120,3,0
1200,1,2,160,15,0
1201,0,2,800,60,67
1202,0,2,349,320,260
1203,2,2,350,182,272
1204,0,2,125,1,341
1205,0,2,350,134,56
1206,0,2,150,10,185
1207,0,2,180,0,352
1208,1,2,200,60,260
1209,0,2,99,5,242
1210,1,2,130,9,0
1211,0,2,150,1,0
1212,0,2,90,33,269
1213,0,1,95,10,0
1214,2,2,70,3,0
1215,1,1,82,10,251
1216,0,2,250,62,292
1217,1,2,90,266,150
1218,2,1,75,251,317
1219,0,2,160,3,0
1220,1,1,115,8,178
1221,0,1,150,5,0
1222,0,1,89,160,23
1223,2,2,69,5,4
1224,1,1,170,183,254
1225,0,2,375,19,43
1226,1,2,118,141,13
1227,1,2,135,42,170
1228,4,2,250,119,339
1229,0,2,200,20,365
1230,1,2,150,5,0
1231,1,1,50,16,60
1232,0,1,60,0,0
1233,1,2,100,24,0
1234,1,2,265,26,341
1235,1,1,90,3,128
1236,1,2,175,0,0
1237,0,1,36,5,44
1238,1,2,250,2,0
1239,1,2,220,194,338
1240,1,1,93,88,176
1241,0,2,275,2,357
1242,2,1,109,304,0
1243,0,2,450,11,0
1244,1,2,165,19,259
1245,0,2,80,23,20
1246,1,1,295,103,350
1247,0,2,280,82,41
1248,1,2,300,92,106
1249,1,2,99,66,0
1250,0,2,175,18,0
1251,1,2,225,153,205
1252,1,2,230,6,0
1253,0,1,90,43,38
1254,1,2,102,36,21
1255,0,1,59,19,0
1256,1,2,195,160,68
1257,2,2,150,74,365
1258,1,2,170,47,17
1259,1,2,217,43,0
1260,1,2,185,102,91
1261,1,1,58,18,0
1262,0,2,189,33,1
1263,1,2,88,60,0
1264,1,2,195,22,59
1265,2,2,110,107,276
1266,0,2,120,0,0
1267,1,1,79,87,30
1268,1,2,110,16,0
1269,0,1,200,2,365
1270,0,1,69,19,43
1271,2,1,55,474,332
1272,0,2,135,5,0
1273,1,2,500,63,79
1274,0,2,90,0,157
1275,0,2,135,28,211
1276,0,1,199,0,365
1277,1,2,90,5,0
1278,1,2,160,16,0
1279,0,1,65,6,311
1280,1,2,210,25,347
1281,1,2,399,15,0
1282,1,2,300,45,111
1283,0,2,185,215,348
1284,1,2,220,33,174
1285,0,2,121,46,0
1286,1,2,120,25,129
1287,0,1,152,23,365
1288,0,2,250,57,25
1289,1,1,99,80,0
1290,0,2,104,22,0
1291,0,2,120,40,0
1292,1,2,295,85,261
1293,0,2,90,1,0
1294,1,2,197,29,0
1295,1,2,145,1,0
1296,1,2,90,23,0
1297,1,1,125,42,172
1298,1,2,190,195,69
1299,1,0,76,158,324
1300,0,1,50,1,0
1301,1,1,107,115,85
1302,0,2,80,42,245
1303,0,2,150,3,0
1304,0,2,110,32,330
1305,0,2,115,6,365
1306,1,2,151,214,256
1307,0,2,130,11,0
1308,0,2,180,221,264
1309,0,1,95,123,359
1310,1,1,79,132,335
1311,0,1,60,41,245
1312,0,2,133,104,338
1313,1,2,120,18,337
1314,0,1,120,143,102
1315,1,1,700,4,22
1316,1,2,165,25,0
1317,1,2,165,4,0
1318,2,2,54,198,80
1319,1,2,100,6,0
1320,0,1,80,10,365
1321,1,1,96,30,165
1322,0,2,159,4,0
1323,0,1,50,201,54
1324,1,1,75,51,77
1325,0,2,155,63,249
1326,0,1,150,28,72
1327,2,2,92,55,8
1328,0,1,75,1,0
1329,2,1,69,23,207
1330,0,2,115,61,15
1331,1,2,120,5,0
1332,1,1,120,67,179
1333,1,2,215,110,332
1334,0,2,195,160,255
1335,0,2,175,102,215
1336,0,1,80,5,311
1337,0,1,48,1,0
1338,1,2,200,34,217
1339,0,2,275,6,363
1340,0,1,72,61,335
1341,1,2,199,11,281
1342,0,2,250,1,250
1343,1,1,75,46,343
1344,1,1,125,132,365
1345,1,1,229,62,36
1346,0,2,175,8,0
1347,0,2,140,16,0
1348,0,1,54,19,220
1349,2,2,75,17,0
1350,1,2,110,12,0
1351,1,2,165,321,185
1352,1,1,55,160,79
1353,1,1,55,142,179
1354,1,2,300,5,0
1355,1,2,275,61,69
1356,1,2,331,0,189
1357,0,1,77,5,0
1358,1,1,60,36,365
1359,0,2,129,109,261
1360,2,1,100,28,188
1361,0,2,120,14,0
1362,0,2,500,250,307
1363,1,2,179,12,11
1364,0,2,149,20,4
1365,0,2,180,27,312
1366,0,1,100,73,257
1367,0,2,180,2,0
1368,0,2,128,38,20
1369,0,2,260,5,0
1370,2,1,55,0,365
1371,0,1,65,31,22
1372,1,2,200,17,0
1373,1,2,249,35,38
1374,0,2,300,63,365
1375,1,2,120,149,16
1376,1,1,120,107,144
1377,0,2,125,7,0
1378,2,2,99,48,301
1379,0,2,115,54,3
1380,0,2,275,17,364
1381,0,2,198,103,299
1382,1,2,199,243,142
1383,2,1,45,0,365
1384,1,1,125,93,58
1385,1,2,80,54,193
1386,1,2,130,2,116
1387,0,1,35,88,326
1388,0,2,90,15,0
1389,0,2,250,25,188
1390,0,2,115,0,0
1391,0,2,200,11,0
1392,0,1,64,17,230
1393,0,1,65,5,341
1394,2,2,175,0,0
1395,1,1,90,28,358
1396,0,1,85,0,0
1397,1,2,150,0,352
1398,1,2,50,8,91
1399,1,2,136,15,6
1400,0,2,400,2,83
1401,0,2,125,40,29
1402,1,2,165,57,32
1403,0,2,180,0,0
1404,1,2,105,6,0
1405,1,2,148,57,0
1406,0,2,120,22,189
1407,1,2,99,6,0
1408,1,2,175,17,0
1409,0,1,85,14,0
1410,1,1,80,160,319
1411,0,2,119,85,338
1412,2,1,89,165,50
1413,1,0,195,13,0
1414,1,2,1000,44,364
1415,1,2,225,51,172
1416,0,2,165,179,0
1417,0,1,60,206,86
1418,1,2,165,4,87
1419,0,1,80,2,67
1420,2,1,52,1,0
1421,1,2,160,2,0
1422,0,2,110,3,15
1423,1,1,60,19,0
1424,3,2,299,59,245
1425,1,2,200,1,128
1426,1,2,700,1,365
1427,0,1,120,254,271
1428,1,1,65,129,32
1429,1,2,263,11,33
1430,0,2,120,32,149
1431,1,2,150,8,0
1432,1,1,60,261,156
1433,0,1,350,3,365
1434,3,1,71,23,352
1435,1,2,433,108,318
1436,1,1,79,9,329
1437,1,1,140,248,0
1438,2,1,61,107,335
1439,1,1,100,41,0
1440,1,2,250,43,347
1441,1,1,145,39,44
1442,0,0,45,31,0
1443,0,1,73,6,310
1444,0,2,150,18,68
1445,1,2,234,29,302
1446,1,2,150,11,0
1447,1,1,65,161,182
1448,0,2,195,39,270
1449,1,2,135,0,365
1450,0,2,90,2,0
1451,1,2,595,59,169
1452,1,1,109,323,276
1453,0,2,200,56,365
1454,1,2,90,3,358
1455,1,2,100,2,342
1456,1,2,85,2,223
1457,1,2,87,3,363
1458,1,2,95,1,365
1459,1,2,349,58,341
1460,1,2,99,10,0
1461,1,2,160,83,105
1462,1,2,149,12,203
1463,0,2,60,1,0
1464,1,2,285,10,0
1465,0,1,72,48,312
1466,1,2,150,5,339
1467,0,2,200,15,0
1468,1,1,79,347,247
1469,1,2,197,108,269
1470,0,2,75,163,218
1471,1,2,127,182,264
1472,1,1,110,37,365
1473,2,1,69,30,0
1474,0,1,100,3,365
1475,1,2,99,46,31
1476,0,2,139,211,19
1477,1,1,113,93,2
1478,1,2,250,10,0
1479,1,2,295,72,122
1480,1,2,2000,59,364
1481,1,2,220,18,0
1482,1,1,75,6,0
1483,0,2,100,15,223
1484,0,2,199,78,65
1485,1,2,200,17,5
1486,0,2,140,15,365
1487,1,1,50,1,0
1488,0,1,45,69,223
1489,0,2,109,114,110
1490,1,1,108,161,24
1491,0,1,42,70,236
1492,0,1,70,0,0
1493,1,2,141,46,346
1494,0,2,355,19,301
1495,0,2,80,162,249
1496,0,1,250,70,0
1497,2,1,75,11,332
1498,1,1,88,2,348
1499,1,1,65,39,318
1500,2,1,58,56,365
1501,2,2,75,1,0
1502,2,1,100,35,144
1503,1,1,167,32,341
1504,2,1,65,1,0
1505,1,2,125,12,267
1506,1,1,95,211,126
1507,3,1,54,48,232
1508,0,2,89,219,319
1509,1,1,92,218,12
1510,1,2,199,40,0
1511,1,2,179,37,284
1512,2,1,65,28,188
1513,1,1,55,66,13
1514,1,2,129,43,256
1515,1,2,134,9,313
1516,0,1,35,13,2
1517,1,1,250,60,148
1518,0,2,249,19,362
1519,2,1,62,296,234
1520,1,1,119,96,0
1521,0,2,179,77,0
1522,0,2,220,115,96
1523,0,2,198,294,233
1524,0,2,155,66,309
1525,0,2,199,4,0
1526,1,2,95,39,15
1527,0,2,550,173,258
1528,0,1,60,295,210
1529,0,2,380,62,170
1530,0,1,84,138,225
1531,1,2,165,27,128
1532,1,2,105,96,295
1533,0,2,134,119,0
1534,0,1,68,8,281
1535,1,2,73,100,3
1536,0,2,150,1,27
1537,1,2,100,89,0
1538,1,1,75,176,23
1539,1,1,120,31,0
1540,0,2,85,239,1
1541,1,2,55,79,3
1542,1,1,95,13,51
1543,1,1,72,11,297
1544,1,2,250,5,78
1545,0,1,69,13,0
1546,0,1,78,190,188
1547,0,2,220,404,341
1548,1,2,230,27,101
1549,0,2,150,79,246
1550,0,1,80,14,364
1551,0,1,150,32,365
1552,0,2,150,76,266
1553,1,2,900,7,365
1554,1,2,130,11,0
1555,0,1,70,18,365
1556,2,2,120,60,281
1557,3,1,75,59,354
1558,0,2,100,22,5
1559,0,1,69,2,284
1560,1,2,399,104,42
1561,1,2,299,6,348
1562,1,1,100,326,90
1563,2,1,68,55,89
1564,0,1,103,0,0
1565,1,2,175,56,263
1566,0,2,330,51,19
1567,1,2,425,7,0
1568,1,2,240,86,344
1569,3,1,75,36,362
1570,0,1,210,75,309
1571,0,2,175,363,323
1572,0,1,85,146,46
1573,2,2,120,51,253
1574,2,2,120,55,289
1575,0,1,75,1,0
1576,1,2,495,29,22
1577,0,1,65,30,38
1578,4,1,39,169,306
1579,0,2,93,1,0
1580,0,1,146,8,88
1581,0,2,120,12,15
1582,1,1,79,19,365
1583,0,2,100,9,0
1584,1,1,120,5,0
1585,1,2,150,17,36
1586,1,2,144,70,198
1587,0,1,60,0,0
1588,1,2,350,1,0
1589,0,1,85,1,189
1590,1,2,195,17,26
1591,1,2,200,59,0
1592,1,2,169,62,249
1593,1,1,95,6,63
1594,1,2,375,33,346
1595,0,2,168,158,253
1596,0,2,50,8,220
1597,0,1,129,129,36
1598,2,2,245,1,164
1599,0,2,199,50,47
1600,0,2,199,116,36
1601,0,1,99,89,89
1602,0,2,160,17,0
1603,0,1,65,164,0
1604,1,1,70,67,0
1605,1,1,80,135,365
1606,1,2,100,3,365
1607,0,1,70,139,364
1608,1,2,200,23,0
1609,0,1,66,51,329
1610,1,2,200,203,260
1611,0,1,95,164,93
1612,1,2,140,6,0
1613,1,1,65,327,287
1614,1,2,106,10,0
1615,1,2,155,82,188
1616,1,2,249,111,28
1617,1,2,120,6,0
1618,0,1,52,35,1
1619,1,1,75,57,98
1620,0,0,195,80,364
1621,3,2,625,1,335
1622,1,2,171,4,346
1623,1,2,185,8,346
1624,2,1,55,39,46
1625,0,1,50,27,2
1626,1,2,120,3,365
1627,1,2,210,10,0
1628,1,2,133,1,50
1629,0,2,73,21,251
1630,1,2,350,237,0
1631,1,2,259,20,17
1632,1,1,97,2,87
1633,1,2,199,66,142
1634,1,2,125,7,358
1635,0,2,100,273,45
1636,0,1,39,60,34
1637,1,2,125,19,267
1638,1,2,150,2,0
1639,1,2,170,83,203
1640,1,2,199,219,212
1641,1,1,80,0,362
1642,0,1,125,270,300
1643,1,1,155,18,90
1644,1,1,120,132,267
1645,0,2,220,151,115
1646,0,2,90,3,0
1647,0,1,61,167,320
1648,1,2,179,213,277
1649,2,0,108,2,0
1650,0,2,575,12,0
1651,1,1,99,353,73
1652,0,2,175,3,0
1653,0,2,110,3,0
1654,0,2,250,4,0
1655,0,1,100,113,0
1656,1,2,200,11,259
1657,2,2,89,17,0
1658,1,2,400,46,175
1659,0,2,149,52,0
1660,1,2,500,10,33
1661,1,1,95,64,316
1662,0,2,125,104,275
1663,1,1,80,75,15
1664,0,2,105,227,234
1665,2,1,39,13,360
1666,4,2,49,189,238
1667,1,2,187,1,0
1668,0,1,55,10,0
1669,0,2,250,61,0
1670,1,2,125,3,0
1671,0,2,100,27,159
1672,0,2,175,1,0
1673,0,1,50,32,347
1674,1,2,133,22,5
1675,1,2,155,63,235
1676,2,2,140,15,260
1677,2,1,80,72,364
1678,0,1,103,58,69
1679,1,2,600,9,353
1680,0,1,70,169,188
1681,0,1,75,2,0
1682,0,1,55,66,264
1683,1,2,50,24,25
1684,2,2,390,1,89
1685,0,2,82,108,238
1686,0,0,52,19,88
1687,0,1,115,91,258
1688,2,2,299,67,322
1689,0,2,175,64,116
1690,0,2,100,4,250
1691,1,2,95,0,0
1692,2,1,55,3,119
1693,0,1,45,77,167
1694,0,2,165,41,19
1695,1,2,105,2,0
1696,0,2,200,4,0
1697,1,1,65,1,249
1698,1,1,100,1,0
1699,0,2,312,302,246
1700,1,2,195,1,0
1701,1,2,100,3,301
1702,0,2,155,13,0
1703,2,2,250,0,88
1704,1,2,165,276,146
1705,1,2,120,22,365
1706,4,1,38,187,241
1707,0,0,200,0,365
1708,0,1,90,1,0
1709,1,1,85,138,196
1710,2,1,55,31,282
1711,1,0,350,13,0
1712,1,1,59,12,12
1713,1,2,280,97,48
1714,2,1,69,153,132
1715,0,2,230,72,325
1716,0,2,200,72,52
1717,0,2,150,52,311
1718,0,1,75,28,365
1719,1,1,120,2,0
1720,1,2,140,18,182
1721,1,2,200,8,337
1722,1,2,225,3,189
1723,0,2,145,4,36
1724,4,1,60,86,1
1725,0,2,119,7,0
1726,1,2,189,68,63
1727,1,2,190,185,0
1728,1,1,69,48,235
1729,2,1,70,148,303
1730,0,2,155,8,0
1731,0,2,149,67,329
1732,1,1,160,148,295
1733,0,1,100,1,214
1734,1,2,220,1,350
1735,1,1,85,211,339
1736,1,2,135,18,0
1737,0,1,45,168,359
1738,1,2,225,50,265
1739,1,2,100,11,0
1740,0,2,145,121,45
1741,1,2,210,108,305
1742,0,2,195,10,95
1743,1,1,95,46,0
1744,1,2,140,34,159
1745,1,1,95,25,0
1746,1,2,295,11,0
1747,1,1,80,0,0
1748,1,2,250,2,126
1749,4,2,60,25,311
1750,1,2,150,4,0
1751,1,2,159,260,141
1752,0,2,225,0,0
1753,1,1,78,52,0
1754,1,2,210,48,36
1755,0,1,60,12,0
1756,1,2,220,23,0
1757,0,2,199,20,90
1758,0,2,225,13,0
1759,1,2,350,13,0
1760,1,1,65,93,0
1761,1,2,225,3,250
1762,0,1,82,62,247
1763,1,1,75,58,129
1764,2,1,60,0,0
1765,1,2,105,7,84
1766,0,2,115,12,0
1767,1,2,150,1,207
1768,0,1,65,5,0
1769,0,2,150,13,15
1770,0,1,101,32,0
1771,1,2,130,26,19
1772,0,1,165,0,0
1773,1,2,175,1,0
1774,1,2,115,186,237
1775,0,2,128,154,301
1776,1,2,116,5,311
1777,1,2,192,41,0
1778,0,2,150,3,0
1779,0,2,163,3,0
1780,0,1,40,32,284
1781,0,2,200,6,174
1782,1,2,158,39,0
1783,0,1,115,25,89
1784,1,1,85,190,178
1785,1,2,173,16,0
1786,0,2,250,6,250
1787,1,2,465,47,277
1788,0,2,275,2,0
1789,1,1,195,61,134
1790,0,2,63,5,0
1791,1,1,36,33,211
1792,0,2,130,2,0
1793,0,2,200,13,0
1794,0,1,85,36,278
1795,2,2,150,0,0
1796,2,1,45,89,213
1797,2,1,45,125,208
1798,0,1,79,5,198
1799,0,2,149,1,0
1800,1,2,200,3,0
1801,1,1,85,1,365
1802,2,1,60,12,351
1803,1,2,139,16,0
1804,0,2,160,19,59
1805,1,1,95,150,192
1806,0,1,80,15,0
1807,0,2,250,2,0
1808,1,2,349,3,0
1809,1,2,165,8,234
1810,0,2,119,42,0
1811,1,2,240,7,0
1812,0,1,79,1,359
1813,0,2,215,1,300
1814,0,1,49,61,100
1815,0,2,190,76,48
1816,1,2,99,52,30
1817,0,1,68,37,280
1818,0,2,185,36,358
1819,1,2,225,92,67
1820,1,1,81,64,311
1821,1,2,199,23,0
1822,0,1,55,2,0
1823,1,2,340,38,302
1824,1,2,135,205,184
1825,2,2,85,108,0
1826,0,2,65,4,0
1827,1,2,100,13,219
1828,0,1,109,73,284
1829,1,2,290,70,339
1830,1,1,35,0,0
1831,1,2,148,29,188
1832,2,1,57,17,308
1833,1,2,150,23,0
1834,1,1,60,67,117
1835,1,1,60,48,114
1836,1,0,45,107,313
1837,1,1,60,33,211
1838,0,2,125,124,158
1839,1,1,60,36,133
1840,0,1,75,38,365
1841,1,2,121,6,156
1842,0,1,89,89,318
1843,0,2,300,1,0
1844,0,1,110,4,0
1845,0,2,99,10,81
1846,0,2,170,41,0
1847,0,1,90,24,30
1848,1,1,179,251,157
1849,1,1,80,41,119
1850,1,1,65,29,186
1851,1,1,69,322,84
1852,0,1,42,18,60
1853,0,1,70,8,0
1854,0,2,155,22,189
1855,1,2,135,225,19
1856,1,1,120,79,34
1857,0,2,135,7,0
1858,3,1,47,20,323
1859,1,1,69,18,280
1860,0,1,100,37,2
1861,0,1,51,36,32
1862,0,2,4000,0,83
1863,1,1,65,2,263
1864,0,1,60,126,120
1865,0,1,70,84,188
1866,1,2,130,26,23
1867,0,1,70,37,325
1868,0,2,200,267,266
1869,0,2,150,11,0
1870,1,2,130,47,9
1871,0,1,68,1,87
1872,1,1,79,137,298
1873,1,2,149,9,0
1874,0,1,120,0,0
1875,1,2,250,1,0
1876,1,2,175,23,0
1877,1,1,40,4,353
1878,0,1,55,11,11
1879,1,1,99,540,179
1880,0,2,500,0,0
1881,1,2,240,26,330
1882,2,2,400,47,361
1883,1,2,280,0,0
1884,1,2,235,5,177
1885,1,2,130,4,0
1886,0,2,96,224,77
1887,2,1,63,26,249
1888,0,2,150,8,176
1889,0,2,200,11,0
1890,0,2,90,6,0
1891,1,2,269,15,0
1892,1,1,80,0,31
1893,0,1,80,24,0
1894,1,2,400,7,365
1895,1,2,349,17,356
1896,1,2,495,66,334
1897,0,2,85,13,22
1898,0,2,85,22,0
1899,1,1,999,30,365
1900,1,1,109,26,18
1901,1,2,175,50,1
1902,1,2,150,14,18
1903,0,1,80,80,245
1904,1,2,150,1,0
1905,1,2,175,33,0
1906,2,2,107,15,268
1907,1,2,80,22,226
1908,2,1,80,8,342
1909,1,1,75,4,0
1910,0,2,800,34,365
1911,0,2,130,219,237
1912,1,2,250,0,0
1913,1,2,260,23,0
1914,0,1,36,8,83
1915,0,2,140,11,35
1916,1,2,145,220,268
1917,0,2,120,8,0
1918,0,1,75,5,112
1919,0,1,60,2,0
1920,0,1,69,51,7
1921,1,1,95,7,0
1922,1,2,300,93,284
1923,1,1,131,220,1
1924,0,2,120,6,0
1925,0,2,100,15,94
1926,0,2,100,20,0
1927,1,2,190,0,0
1928,1,2,160,187,221
1929,2,1,60,17,314
1930,0,1,75,46,311
1931,2,1,45,39,292
1932,1,1,65,15,361
1933,0,2,120,145,0
1934,1,2,80,16,0
1935,0,2,100,52,56
1936,0,2,250,82,0
1937,1,2,235,97,40
1938,0,1,85,35,365
1939,1,2,195,8,273
1940,0,2,145,166,151
1941,0,2,55,0,159
1942,0,2,289,38,354
1943,1,2,120,17,231
1944,0,2,149,26,14
1945,1,0,100,31,364
1946,1,2,166,15,188
1947,1,2,99,106,331
1948,0,2,150,37,230
1949,0,0,44,155,325
1950,1,2,195,12,90
1951,2,2,95,0,0
1952,1,1,100,8,7
1953,0,2,60,3,189
1954,1,1,62,45,310
1955,1,1,99,8,0
1956,1,1,90,25,35
1957,1,1,88,100,98
1958,1,2,125,64,135
1959,0,1,74,8,283
1960,1,2,176,33,0
1961,0,1,62,11,158
1962,1,1,51,4,0
1963,0,2,249,31,365
1964,1,2,200,82,157
1965,4,1,30,291,208
1966,0,2,240,22,280
1967,1,1,100,58,316
1968,1,2,125,71,199
1969,0,2,149,86,125
1970,0,2,170,315,275
1971,1,1,150,3,365
1972,1,1,125,77,326
1973,0,1,68,43,282
1974,1,1,90,35,312
1975,1,1,65,68,361
1976,0,1,50,10,193
1977,0,1,65,132,35
1978,0,2,200,1,283
1979,0,1,65,116,73
1980,0,1,58,7,0
1981,1,1,65,2,0
1982,0,2,185,8,8
1983,0,2,115,6,0
1984,1,1,100,0,365
1985,1,1,200,0,0
1986,0,2,115,20,282
1987,0,2,140,125,239
1988,0,1,62,22,87
1989,0,2,95,154,310
1990,0,2,100,7,0
1991,1,2,113,71,343
1992,1,2,108,5,230
1993,0,1,62,112,59
1994,0,2,95,36,89
1995,0,2,200,4,0
1996,1,2,165,21,347
1997,0,1,60,109,2
1998,0,1,80,37,89
1999,0,2,100,78,0
2000,1,1,110,213,281
2001,0,0,50,15,365
2002,0,1,79,102,361
2003,0,2,140,93,65
2004,1,2,339,28,167
2005,2,1,55,116,298
2006,2,2,81,313,263
2007,0,2,191,156,21
2008,0,2,139,106,248
2009,1,2,500,1,281
2010,0,2,120,27,280
2011,1,1,60,53,0
2012,2,1,70,0,188
2013,0,2,295,8,365
2014,0,2,100,10,0
2015,1,1,49,594,339
2016,1,2,150,9,0
2017,0,2,120,163,161
2018,1,2,2500,15,89
2019,1,2,175,49,188
2020,0,2,107,147,27
2021,0,1,98,78,268
2022,2,1,47,71,0
2023,1,2,100,0,365
2024,1,2,170,86,29
2025,1,2,150,90,184
2026,2,2,63,104,256
2027,0,0,110,28,34
2028,0,2,275,0,0
2029,0,2,329,2,0
2030,1,1,49,597,342
2031,1,1,49,607,293
2032,0,2,165,37,343
2033,0,2,160,152,281
2034,0,1,38,66,283
2035,1,2,170,28,333
2036,1,1,105,233,294
2037,0,1,50,30,249
2038,1,1,100,0,365
2039,1,2,100,2,0
2040,0,2,890,26,341
2041,1,1,160,24,352
2042,1,2,145,157,221
2043,0,1,51,4,188
2044,0,2,150,136,301
2045,1,1,180,5,31
2046,1,2,225,3,188
2047,1,2,250,48,217
2048,0,1,56,103,65
2049,0,1,70,73,212
2050,0,1,70,163,163
2051,1,1,125,153,161
2052,1,2,399,287,284
2053,0,2,157,1,24
2054,0,2,145,28,188
2055,1,1,75,120,90
2056,0,2,280,68,280
2057,0,2,220,22,8
2058,1,2,190,28,283
2059,1,2,200,22,354
2060,2,2,77,78,168
2061,0,1,35,69,244
2062,0,0,30,91,248
2063,1,2,199,12,31
2064,1,2,140,25,157
2065,1,2,124,4,42
2066,1,2,295,92,316
2067,1,2,160,13,335
2068,2,1,349,30,365
2069,0,1,98,38,158
2070,2,1,76,75,0
2071,1,2,230,20,282
2072,0,1,60,13,0
2073,0,1,40,0,0
2074,1,1,118,116,228
2075,0,1,125,35,311
2076,0,2,195,55,233
2077,1,1,85,100,63
2078,1,1,55,17,41
2079,0,2,155,20,0
2080,0,1,99,94,358
2081,1,2,140,81,194
2082,0,1,85,32,340
2083,0,2,75,15,178
2084,0,1,53,39,282
2085,0,2,150,42,365
2086,1,2,179,209,202
2087,0,2,135,67,348
2088,1,2,200,45,48
2089,1,2,200,1,0
2090,0,2,100,117,73
2091,0,2,134,14,0
2092,1,1,100,414,231
2093,1,1,50,11,269
2094,0,1,50,16,324
2095,0,2,400,30,67
2096,2,2,115,74,314
2097,1,2,235,73,44
2098,1,2,125,50,188
2099,1,2,250,56,134
2100,1,2,650,7,90
2101,0,1,97,13,204
2102,0,2,189,236,279
2103,1,2,100,129,281
2104,0,1,49,114,323
2105,4,2,84,67,0
2106,0,2,165,5,0
2107,1,2,87,51,0
2108,0,1,120,15,9
2109,1,2,195,10,270
2110,0,1,89,21,365
2111,0,1,62,324,267
2112,0,2,130,14,340
2113,1,1,75,51,127
2114,0,1,64,35,329
2115,0,2,150,11,364
2116,1,1,100,53,350
2117,1,2,190,159,244
2118,0,1,98,7,273
2119,0,2,150,48,0
2120,2,2,99,158,322
2121,1,2,100,0,358
2122,1,2,159,65,1
2123,0,1,70,18,146
2124,1,1,91,395,1
2125,0,2,325,11,363
2126,0,2,149,33,313
2127,1,2,200,35,51
2128,1,2,169,61,59
2129,1,2,249,10,5
2130,2,2,85,260,254
2131,2,1,81,183,326
2132,1,2,199,54,322
2133,1,2,88,37,47
2134,1,2,170,1,273
2135,1,2,100,0,0
2136,0,2,130,3,329
2137,1,2,135,190,253
2138,0,2,65,25,188
2139,0,2,100,0,365
2140,1,2,165,281,177
2141,2,1,78,70,348
2142,0,2,350,12,0
2143,2,2,160,96,298
2144,0,2,225,6,188
2145,1,2,170,25,177
2146,1,1,349,3,87
2147,1,1,65,57,251
2148,1,1,420,182,301
2149,1,2,119,17,0
2150,0,2,100,1,365
2151,1,2,97,185,6
2152,1,2,191,8,346
2153,1,2,187,13,346
2154,1,2,172,4,346
2155,1,2,950,28,357
2156,0,2,275,81,310
2157,1,2,99,1,113
2158,1,2,334,14,238
2159,1,1,60,1,0
2160,0,2,145,200,303
2161,2,1,75,19,10
2162,1,2,130,33,11
2163,1,2,575,447,207
2164,1,2,295,2,0
2165,1,2,300,108,318
2166,0,2,120,1,280
2167,0,1,50,92,171
2168,1,0,56,117,303
2169,1,2,191,66,347
2170,1,1,135,70,44
2171,0,2,195,98,94
2172,1,0,75,43,9
2173,1,1,99,45,83
2174,0,2,350,41,22
2175,0,2,40,10,365
2176,2,2,130,58,301
2177,0,2,225,48,339
2178,0,2,225,8,342
2179,2,0,38,127,55
2180,0,2,200,10,11
2181,1,2,550,0,365
2182,0,2,235,5,3
2183,0,1,75,8,365
2184,0,2,249,71,273
2185,0,2,120,7,0
2186,0,1,50,1,343
2187,0,2,85,10,149
2188,0,1,78,10,95
2189,1,1,110,49,0
2190,0,1,50,138,315
2191,1,1,52,163,0
2192,0,1,63,0,66
2193,1,2,105,20,109
2194,2,1,75,132,333
2195,2,1,69,12,365
2196,1,2,165,11,311
2197,0,2,125,45,0
2198,4,1,85,11,363
2199,1,2,499,47,341
2200,1,1,60,66,232
2201,1,1,95,35,320
2202,0,2,105,12,0
2203,0,1,55,65,235
2204,0,2,289,39,88
2205,0,1,70,45,0
2206,1,2,275,0,188
2207,1,2,130,5,231
2208,0,2,125,38,3
2209,0,2,150,17,23
2210,2,1,46,70,173
2211,1,2,100,226,221
2212,0,1,90,8,0
2213,0,2,90,166,104
2214,1,2,220,1,0
2215,1,2,1000,25,37
2216,0,2,130,52,171
2217,1,2,499,127,303
2218,1,1,45,18,197
2219,0,2,70,210,288
2220,2,1,59,281,322
2221,1,2,160,70,0
2222,1,2,195,128,278
